acc,bal_acc,n,subject,perm,rung
0.4,0.4061264822134387,45,35,8,5-permutation-null
0.4222222222222222,0.4179841897233202,45,35,9,5-permutation-null
0.4222222222222222,0.424901185770751,45,35,10,5-permutation-null
0.4666666666666667,0.4614624505928854,45,35,11,5-permutation-null
0.4444444444444444,0.4496047430830039,45,35,12,5-permutation-null
0.4666666666666667,0.4634387351778656,45,35,13,5-permutation-null
0.37777777777777777,0.3735177865612648,45,35,14,5-permutation-null
0.4888888888888889,0.49308300395256915,45,35,15,5-permutation-null
0.4444444444444444,0.4407114624505929,45,35,16,5-permutation-null
0.4222222222222222,0.42292490118577075,45,35,17,5-permutation-null
0.5111111111111111,0.5079051383399209,45,35,18,5-permutation-null
0.4,0.39723320158102765,45,35,19,5-permutation-null
0.5555555555555556,0.5602766798418972,45,35,20,5-permutation-null
0.4666666666666667,0.45948616600790515,45,35,21,5-permutation-null
0.3333333333333333,0.33695652173913043,45,35,22,5-permutation-null
0.5111111111111111,0.5059288537549407,45,35,23,5-permutation-null
0.35555555555555557,0.3537549407114624,45,35,24,5-permutation-null
0.5777777777777777,0.575098814229249,45,35,25,5-permutation-null
0.4888888888888889,0.48023715415019763,45,35,26,5-permutation-null
0.5333333333333333,0.5395256916996047,45,35,27,5-permutation-null
0.4666666666666667,0.45948616600790515,45,35,28,5-permutation-null
0.5777777777777777,0.5780632411067194,45,35,29,5-permutation-null
0.4222222222222222,0.4199604743083004,45,35,30,5-permutation-null
0.4222222222222222,0.4199604743083004,45,35,31,5-permutation-null
0.37777777777777777,0.37648221343873517,45,35,32,5-permutation-null
0.4,0.40711462450592883,45,35,33,5-permutation-null
0.5111111111111111,0.5177865612648221,45,35,34,5-permutation-null
0.5111111111111111,0.516798418972332,45,35,35,5-permutation-null
0.3111111111111111,0.31225296442687744,45,35,36,5-permutation-null
0.4222222222222222,0.41304347826086957,45,35,37,5-permutation-null
0.4666666666666667,0.46739130434782605,45,35,38,5-permutation-null
0.4,0.39920948616600793,45,35,39,5-permutation-null
0.4666666666666667,0.4614624505928854,45,35,40,5-permutation-null
0.4444444444444444,0.4397233201581028,45,35,41,5-permutation-null
0.5555555555555556,0.5513833992094861,45,35,42,5-permutation-null
0.4666666666666667,0.46640316205533594,45,35,43,5-permutation-null
0.5333333333333333,0.5355731225296443,45,35,44,5-permutation-null
0.37777777777777777,0.3725296442687747,45,35,45,5-permutation-null
0.5555555555555556,0.5503952569169961,45,35,46,5-permutation-null
0.5777777777777777,0.5731225296442688,45,35,47,5-permutation-null
0.4444444444444444,0.4407114624505929,45,35,48,5-permutation-null
0.3333333333333333,0.3349802371541502,45,35,49,5-permutation-null
0.4444444444444444,0.4505928853754941,45,35,50,5-permutation-null
0.4222222222222222,0.4258893280632411,45,35,51,5-permutation-null
0.4222222222222222,0.42292490118577075,45,35,52,5-permutation-null
0.5333333333333333,0.5326086956521738,45,35,53,5-permutation-null
0.4666666666666667,0.4614624505928854,45,35,54,5-permutation-null
0.5555555555555556,0.5513833992094861,45,35,55,5-permutation-null
0.3333333333333333,0.32806324110671936,45,35,56,5-permutation-null
0.4,0.4031620553359684,45,35,57,5-permutation-null
0.35555555555555557,0.3606719367588933,45,35,58,5-permutation-null
0.4666666666666667,0.47430830039525695,45,35,59,5-permutation-null
0.5777777777777777,0.5770750988142292,45,35,60,5-permutation-null
0.37777777777777777,0.3725296442687747,45,35,61,5-permutation-null
0.35555555555555557,0.3577075098814229,45,35,62,5-permutation-null
0.4666666666666667,0.46640316205533594,45,35,63,5-permutation-null
0.4666666666666667,0.46837944664031617,45,35,64,5-permutation-null
0.4,0.3982213438735178,45,35,65,5-permutation-null
0.4888888888888889,0.48814229249011853,45,35,66,5-permutation-null
0.4888888888888889,0.491106719367589,45,35,67,5-permutation-null
0.4,0.39624505928853754,45,35,68,5-permutation-null
0.3333333333333333,0.33992094861660077,45,35,69,5-permutation-null
0.4666666666666667,0.46739130434782605,45,35,70,5-permutation-null
0.4888888888888889,0.48320158102766797,45,35,71,5-permutation-null
0.4,0.4031620553359684,45,35,72,5-permutation-null
0.35555555555555557,0.358695652173913,45,35,73,5-permutation-null
0.5111111111111111,0.5069169960474308,45,35,74,5-permutation-null
0.4444444444444444,0.44565217391304346,45,35,75,5-permutation-null
0.4444444444444444,0.44367588932806323,45,35,76,5-permutation-null
0.4888888888888889,0.4871541501976284,45,35,77,5-permutation-null
0.4,0.40118577075098816,45,35,78,5-permutation-null
0.5333333333333333,0.5355731225296443,45,35,79,5-permutation-null
0.4888888888888889,0.4851778656126482,45,35,80,5-permutation-null
0.4666666666666667,0.46739130434782605,45,35,81,5-permutation-null
0.4222222222222222,0.4169960474308301,45,35,82,5-permutation-null
0.4666666666666667,0.4733201581027668,45,35,83,5-permutation-null
0.28888888888888886,0.29051383399209485,45,35,84,5-permutation-null
0.37777777777777777,0.37944664031620556,45,35,85,5-permutation-null
0.5333333333333333,0.5286561264822134,45,35,86,5-permutation-null
0.5111111111111111,0.5128458498023716,45,35,87,5-permutation-null
0.4888888888888889,0.4871541501976284,45,35,88,5-permutation-null
0.4222222222222222,0.4258893280632411,45,35,89,5-permutation-null
0.37777777777777777,0.3735177865612648,45,35,90,5-permutation-null
0.5777777777777777,0.5770750988142292,45,35,91,5-permutation-null
0.5333333333333333,0.5335968379446641,45,35,92,5-permutation-null
0.4222222222222222,0.4150197628458498,45,35,93,5-permutation-null
0.4222222222222222,0.41897233201581024,45,35,94,5-permutation-null
0.37777777777777777,0.38142292490118573,45,35,95,5-permutation-null
0.4666666666666667,0.4634387351778656,45,35,96,5-permutation-null
0.5555555555555556,0.5612648221343874,45,35,97,5-permutation-null
0.5333333333333333,0.5335968379446641,45,35,98,5-permutation-null
